Compound,Date,Negative,Neutral,Positive,Text,Tweets_Ago,Username
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",76,@nytimes
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",77,@nytimes
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",78,@nytimes
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,79,@nytimes
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,80,@nytimes
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",81,@nytimes
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,82,@nytimes
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",83,@nytimes
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",84,@nytimes
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,85,@nytimes
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,86,@nytimes
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,87,@nytimes
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",88,@nytimes
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,89,@nytimes
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",90,@nytimes
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",91,@nytimes
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",92,@nytimes
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",93,@nytimes
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",94,@nytimes
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,95,@nytimes
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",96,@nytimes
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",97,@nytimes
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",98,@nytimes
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,99,@nytimes
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,100,@nytimes
-0.6369,Wed Jun 06 17:49:10 +0000 2018,0.682,0.318,0.0,Abuse inquiry seeks Peter Ball statement from Prince Charles https://t.co/eCelKA6pBX,1,@BBCNews
-0.6249,Wed Jun 06 17:21:02 +0000 2018,0.661,0.339,0.0,May raises concerns with Israel over Gaza violence https://t.co/iYwBaMuZi8,2,@BBCNews
0.0,Wed Jun 06 17:01:28 +0000 2018,1.0,0.0,0.0,Brexit: UK's 'backstop' customs plan to be revealed https://t.co/hNxRECvsWy,3,@BBCNews
0.3182,Wed Jun 06 16:58:55 +0000 2018,0.723,0.0,0.277,Bangladeshi fan sews 'longest' Germany flag https://t.co/CtnAInBWkg,4,@BBCNews
0.0,Wed Jun 06 16:58:55 +0000 2018,1.0,0.0,0.0,Jerry Maren: Last Wizard of Oz Munchkin dies aged 98 https://t.co/zlZ1bxeKi9,5,@BBCNews
0.2263,Wed Jun 06 16:54:10 +0000 2018,0.725,0.0,0.275,Trump grants Kardashian's clemency plea https://t.co/p14ccJTQMH,6,@BBCNews
0.2263,Wed Jun 06 16:45:51 +0000 2018,0.684,0.122,0.194,"RT @BBCBreaking: After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say https…",7,@BBCNews
-0.6249,Wed Jun 06 16:43:40 +0000 2018,0.623,0.288,0.089,"No reports of any injuries, fire service says, after huge blaze broke out at the Mandarin Oriental in Knightsbridge… https://t.co/Ef2Pu9DziJ",8,@BBCNews
0.0,Wed Jun 06 16:39:44 +0000 2018,1.0,0.0,0.0,Aston Villa: Former finance director Mark Ansell says club gambled on Premier League return https://t.co/cdMXhK28UQ,9,@BBCNews
0.0,Wed Jun 06 16:27:05 +0000 2018,1.0,0.0,0.0,Cambridge Analytica boss spars with MPs https://t.co/8j0ecNKDO6,10,@BBCNews
0.0,Wed Jun 06 15:56:01 +0000 2018,1.0,0.0,0.0,Jellyfish and extreme chafing: The reality of open water swimming https://t.co/UHKrFphftE,11,@BBCNews
-0.7184,Wed Jun 06 15:47:16 +0000 2018,0.682,0.318,0.0,"Eyewitness describes fire at luxury hotel in Knightsbridge, central London.

Fire service says there are no reports… https://t.co/RFpufJyjLk",12,@BBCNews
0.0,Wed Jun 06 15:41:14 +0000 2018,1.0,0.0,0.0,French My Million lottery player scoops second €1m jackpot https://t.co/IqtwzI9B4G,13,@BBCNews
0.0516,Wed Jun 06 15:38:37 +0000 2018,0.568,0.21,0.222,Tyson Fury v Sefer Seferi: Former world champion set for long-awaited comeback https://t.co/tvIVE0d5Ko,14,@BBCNews
-0.3818,Wed Jun 06 15:36:05 +0000 2018,0.6,0.253,0.147,"TSB admits 1,300 accounts hit by fraud amid IT meltdown https://t.co/GCxEIyxpgQ",15,@BBCNews
0.0,Wed Jun 06 15:27:56 +0000 2018,1.0,0.0,0.0,RT @BBCNormanS: EU shooting itself in the foot over opposition to future UK involvement in Galileo -David Davis,16,@BBCNews
-0.34,Wed Jun 06 15:25:38 +0000 2018,0.833,0.167,0.0,"Around 100 firefighters at scene of fire in Knightsbridge in London

https://t.co/S7yzgnh0Xy https://t.co/GYANhEgU7p",17,@BBCNews
-0.0258,Wed Jun 06 15:23:41 +0000 2018,0.561,0.224,0.215,Huge fire breaks out near Hyde Park https://t.co/d1mB74QAsu,18,@BBCNews
0.4685,Wed Jun 06 15:17:56 +0000 2018,0.696,0.093,0.211,"""He is a good man. He did nothing wrong""

Public inquiry into #GrenfellTower fire hears man who lived in flat where… https://t.co/1Ch8Gh2DK4",19,@BBCNews
0.0,Wed Jun 06 15:14:03 +0000 2018,1.0,0.0,0.0,Tim Paine: Australia 'won't be silent' in England ODI series https://t.co/gnqrtPdeBk,20,@BBCNews
-0.6369,Wed Jun 06 17:49:10 +0000 2018,0.682,0.318,0.0,Abuse inquiry seeks Peter Ball statement from Prince Charles https://t.co/eCelKA6pBX,21,@BBCNews
-0.6249,Wed Jun 06 17:21:02 +0000 2018,0.661,0.339,0.0,May raises concerns with Israel over Gaza violence https://t.co/iYwBaMuZi8,22,@BBCNews
0.0,Wed Jun 06 17:01:28 +0000 2018,1.0,0.0,0.0,Brexit: UK's 'backstop' customs plan to be revealed https://t.co/hNxRECvsWy,23,@BBCNews
0.3182,Wed Jun 06 16:58:55 +0000 2018,0.723,0.0,0.277,Bangladeshi fan sews 'longest' Germany flag https://t.co/CtnAInBWkg,24,@BBCNews
0.0,Wed Jun 06 16:58:55 +0000 2018,1.0,0.0,0.0,Jerry Maren: Last Wizard of Oz Munchkin dies aged 98 https://t.co/zlZ1bxeKi9,25,@BBCNews
0.2263,Wed Jun 06 16:54:10 +0000 2018,0.725,0.0,0.275,Trump grants Kardashian's clemency plea https://t.co/p14ccJTQMH,26,@BBCNews
0.2263,Wed Jun 06 16:45:51 +0000 2018,0.684,0.122,0.194,"RT @BBCBreaking: After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say https…",27,@BBCNews
-0.6249,Wed Jun 06 16:43:40 +0000 2018,0.623,0.288,0.089,"No reports of any injuries, fire service says, after huge blaze broke out at the Mandarin Oriental in Knightsbridge… https://t.co/Ef2Pu9DziJ",28,@BBCNews
0.0,Wed Jun 06 16:39:44 +0000 2018,1.0,0.0,0.0,Aston Villa: Former finance director Mark Ansell says club gambled on Premier League return https://t.co/cdMXhK28UQ,29,@BBCNews
0.0,Wed Jun 06 16:27:05 +0000 2018,1.0,0.0,0.0,Cambridge Analytica boss spars with MPs https://t.co/8j0ecNKDO6,30,@BBCNews
0.0,Wed Jun 06 15:56:01 +0000 2018,1.0,0.0,0.0,Jellyfish and extreme chafing: The reality of open water swimming https://t.co/UHKrFphftE,31,@BBCNews
-0.7184,Wed Jun 06 15:47:16 +0000 2018,0.682,0.318,0.0,"Eyewitness describes fire at luxury hotel in Knightsbridge, central London.

Fire service says there are no reports… https://t.co/RFpufJyjLk",32,@BBCNews
0.0,Wed Jun 06 15:41:14 +0000 2018,1.0,0.0,0.0,French My Million lottery player scoops second €1m jackpot https://t.co/IqtwzI9B4G,33,@BBCNews
0.0516,Wed Jun 06 15:38:37 +0000 2018,0.568,0.21,0.222,Tyson Fury v Sefer Seferi: Former world champion set for long-awaited comeback https://t.co/tvIVE0d5Ko,34,@BBCNews
-0.3818,Wed Jun 06 15:36:05 +0000 2018,0.6,0.253,0.147,"TSB admits 1,300 accounts hit by fraud amid IT meltdown https://t.co/GCxEIyxpgQ",35,@BBCNews
0.0,Wed Jun 06 15:27:56 +0000 2018,1.0,0.0,0.0,RT @BBCNormanS: EU shooting itself in the foot over opposition to future UK involvement in Galileo -David Davis,36,@BBCNews
-0.34,Wed Jun 06 15:25:38 +0000 2018,0.833,0.167,0.0,"Around 100 firefighters at scene of fire in Knightsbridge in London

https://t.co/S7yzgnh0Xy https://t.co/GYANhEgU7p",37,@BBCNews
-0.0258,Wed Jun 06 15:23:41 +0000 2018,0.561,0.224,0.215,Huge fire breaks out near Hyde Park https://t.co/d1mB74QAsu,38,@BBCNews
0.4685,Wed Jun 06 15:17:56 +0000 2018,0.696,0.093,0.211,"""He is a good man. He did nothing wrong""

Public inquiry into #GrenfellTower fire hears man who lived in flat where… https://t.co/1Ch8Gh2DK4",39,@BBCNews
0.0,Wed Jun 06 15:14:03 +0000 2018,1.0,0.0,0.0,Tim Paine: Australia 'won't be silent' in England ODI series https://t.co/gnqrtPdeBk,40,@BBCNews
-0.6369,Wed Jun 06 17:49:10 +0000 2018,0.682,0.318,0.0,Abuse inquiry seeks Peter Ball statement from Prince Charles https://t.co/eCelKA6pBX,41,@BBCNews
-0.6249,Wed Jun 06 17:21:02 +0000 2018,0.661,0.339,0.0,May raises concerns with Israel over Gaza violence https://t.co/iYwBaMuZi8,42,@BBCNews
0.0,Wed Jun 06 17:01:28 +0000 2018,1.0,0.0,0.0,Brexit: UK's 'backstop' customs plan to be revealed https://t.co/hNxRECvsWy,43,@BBCNews
0.3182,Wed Jun 06 16:58:55 +0000 2018,0.723,0.0,0.277,Bangladeshi fan sews 'longest' Germany flag https://t.co/CtnAInBWkg,44,@BBCNews
0.0,Wed Jun 06 16:58:55 +0000 2018,1.0,0.0,0.0,Jerry Maren: Last Wizard of Oz Munchkin dies aged 98 https://t.co/zlZ1bxeKi9,45,@BBCNews
0.2263,Wed Jun 06 16:54:10 +0000 2018,0.725,0.0,0.275,Trump grants Kardashian's clemency plea https://t.co/p14ccJTQMH,46,@BBCNews
0.2263,Wed Jun 06 16:45:51 +0000 2018,0.684,0.122,0.194,"RT @BBCBreaking: After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say https…",47,@BBCNews
-0.6249,Wed Jun 06 16:43:40 +0000 2018,0.623,0.288,0.089,"No reports of any injuries, fire service says, after huge blaze broke out at the Mandarin Oriental in Knightsbridge… https://t.co/Ef2Pu9DziJ",48,@BBCNews
0.0,Wed Jun 06 16:39:44 +0000 2018,1.0,0.0,0.0,Aston Villa: Former finance director Mark Ansell says club gambled on Premier League return https://t.co/cdMXhK28UQ,49,@BBCNews
0.0,Wed Jun 06 16:27:05 +0000 2018,1.0,0.0,0.0,Cambridge Analytica boss spars with MPs https://t.co/8j0ecNKDO6,50,@BBCNews
0.0,Wed Jun 06 15:56:01 +0000 2018,1.0,0.0,0.0,Jellyfish and extreme chafing: The reality of open water swimming https://t.co/UHKrFphftE,51,@BBCNews
-0.7184,Wed Jun 06 15:47:16 +0000 2018,0.682,0.318,0.0,"Eyewitness describes fire at luxury hotel in Knightsbridge, central London.

Fire service says there are no reports… https://t.co/RFpufJyjLk",52,@BBCNews
0.0,Wed Jun 06 15:41:14 +0000 2018,1.0,0.0,0.0,French My Million lottery player scoops second €1m jackpot https://t.co/IqtwzI9B4G,53,@BBCNews
0.0516,Wed Jun 06 15:38:37 +0000 2018,0.568,0.21,0.222,Tyson Fury v Sefer Seferi: Former world champion set for long-awaited comeback https://t.co/tvIVE0d5Ko,54,@BBCNews
-0.3818,Wed Jun 06 15:36:05 +0000 2018,0.6,0.253,0.147,"TSB admits 1,300 accounts hit by fraud amid IT meltdown https://t.co/GCxEIyxpgQ",55,@BBCNews
0.0,Wed Jun 06 15:27:56 +0000 2018,1.0,0.0,0.0,RT @BBCNormanS: EU shooting itself in the foot over opposition to future UK involvement in Galileo -David Davis,56,@BBCNews
-0.34,Wed Jun 06 15:25:38 +0000 2018,0.833,0.167,0.0,"Around 100 firefighters at scene of fire in Knightsbridge in London

https://t.co/S7yzgnh0Xy https://t.co/GYANhEgU7p",57,@BBCNews
-0.0258,Wed Jun 06 15:23:41 +0000 2018,0.561,0.224,0.215,Huge fire breaks out near Hyde Park https://t.co/d1mB74QAsu,58,@BBCNews
0.4685,Wed Jun 06 15:17:56 +0000 2018,0.696,0.093,0.211,"""He is a good man. He did nothing wrong""

Public inquiry into #GrenfellTower fire hears man who lived in flat where… https://t.co/1Ch8Gh2DK4",59,@BBCNews
0.0,Wed Jun 06 15:14:03 +0000 2018,1.0,0.0,0.0,Tim Paine: Australia 'won't be silent' in England ODI series https://t.co/gnqrtPdeBk,60,@BBCNews
-0.6369,Wed Jun 06 17:49:10 +0000 2018,0.682,0.318,0.0,Abuse inquiry seeks Peter Ball statement from Prince Charles https://t.co/eCelKA6pBX,61,@BBCNews
-0.6249,Wed Jun 06 17:21:02 +0000 2018,0.661,0.339,0.0,May raises concerns with Israel over Gaza violence https://t.co/iYwBaMuZi8,62,@BBCNews
0.0,Wed Jun 06 17:01:28 +0000 2018,1.0,0.0,0.0,Brexit: UK's 'backstop' customs plan to be revealed https://t.co/hNxRECvsWy,63,@BBCNews
0.3182,Wed Jun 06 16:58:55 +0000 2018,0.723,0.0,0.277,Bangladeshi fan sews 'longest' Germany flag https://t.co/CtnAInBWkg,64,@BBCNews
0.0,Wed Jun 06 16:58:55 +0000 2018,1.0,0.0,0.0,Jerry Maren: Last Wizard of Oz Munchkin dies aged 98 https://t.co/zlZ1bxeKi9,65,@BBCNews
0.2263,Wed Jun 06 16:54:10 +0000 2018,0.725,0.0,0.275,Trump grants Kardashian's clemency plea https://t.co/p14ccJTQMH,66,@BBCNews
0.2263,Wed Jun 06 16:45:51 +0000 2018,0.684,0.122,0.194,"RT @BBCBreaking: After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say https…",67,@BBCNews
-0.6249,Wed Jun 06 16:43:40 +0000 2018,0.623,0.288,0.089,"No reports of any injuries, fire service says, after huge blaze broke out at the Mandarin Oriental in Knightsbridge… https://t.co/Ef2Pu9DziJ",68,@BBCNews
0.0,Wed Jun 06 16:39:44 +0000 2018,1.0,0.0,0.0,Aston Villa: Former finance director Mark Ansell says club gambled on Premier League return https://t.co/cdMXhK28UQ,69,@BBCNews
0.0,Wed Jun 06 16:27:05 +0000 2018,1.0,0.0,0.0,Cambridge Analytica boss spars with MPs https://t.co/8j0ecNKDO6,70,@BBCNews
0.0,Wed Jun 06 15:56:01 +0000 2018,1.0,0.0,0.0,Jellyfish and extreme chafing: The reality of open water swimming https://t.co/UHKrFphftE,71,@BBCNews
-0.7184,Wed Jun 06 15:47:16 +0000 2018,0.682,0.318,0.0,"Eyewitness describes fire at luxury hotel in Knightsbridge, central London.

Fire service says there are no reports… https://t.co/RFpufJyjLk",72,@BBCNews
0.0,Wed Jun 06 15:41:14 +0000 2018,1.0,0.0,0.0,French My Million lottery player scoops second €1m jackpot https://t.co/IqtwzI9B4G,73,@BBCNews
0.0516,Wed Jun 06 15:38:37 +0000 2018,0.568,0.21,0.222,Tyson Fury v Sefer Seferi: Former world champion set for long-awaited comeback https://t.co/tvIVE0d5Ko,74,@BBCNews
-0.3818,Wed Jun 06 15:36:05 +0000 2018,0.6,0.253,0.147,"TSB admits 1,300 accounts hit by fraud amid IT meltdown https://t.co/GCxEIyxpgQ",75,@BBCNews
0.0,Wed Jun 06 15:27:56 +0000 2018,1.0,0.0,0.0,RT @BBCNormanS: EU shooting itself in the foot over opposition to future UK involvement in Galileo -David Davis,76,@BBCNews
-0.34,Wed Jun 06 15:25:38 +0000 2018,0.833,0.167,0.0,"Around 100 firefighters at scene of fire in Knightsbridge in London

https://t.co/S7yzgnh0Xy https://t.co/GYANhEgU7p",77,@BBCNews
-0.0258,Wed Jun 06 15:23:41 +0000 2018,0.561,0.224,0.215,Huge fire breaks out near Hyde Park https://t.co/d1mB74QAsu,78,@BBCNews
0.4685,Wed Jun 06 15:17:56 +0000 2018,0.696,0.093,0.211,"""He is a good man. He did nothing wrong""

Public inquiry into #GrenfellTower fire hears man who lived in flat where… https://t.co/1Ch8Gh2DK4",79,@BBCNews
0.0,Wed Jun 06 15:14:03 +0000 2018,1.0,0.0,0.0,Tim Paine: Australia 'won't be silent' in England ODI series https://t.co/gnqrtPdeBk,80,@BBCNews
-0.6369,Wed Jun 06 17:49:10 +0000 2018,0.682,0.318,0.0,Abuse inquiry seeks Peter Ball statement from Prince Charles https://t.co/eCelKA6pBX,81,@BBCNews
-0.6249,Wed Jun 06 17:21:02 +0000 2018,0.661,0.339,0.0,May raises concerns with Israel over Gaza violence https://t.co/iYwBaMuZi8,82,@BBCNews
0.0,Wed Jun 06 17:01:28 +0000 2018,1.0,0.0,0.0,Brexit: UK's 'backstop' customs plan to be revealed https://t.co/hNxRECvsWy,83,@BBCNews
0.3182,Wed Jun 06 16:58:55 +0000 2018,0.723,0.0,0.277,Bangladeshi fan sews 'longest' Germany flag https://t.co/CtnAInBWkg,84,@BBCNews
0.0,Wed Jun 06 16:58:55 +0000 2018,1.0,0.0,0.0,Jerry Maren: Last Wizard of Oz Munchkin dies aged 98 https://t.co/zlZ1bxeKi9,85,@BBCNews
0.2263,Wed Jun 06 16:54:10 +0000 2018,0.725,0.0,0.275,Trump grants Kardashian's clemency plea https://t.co/p14ccJTQMH,86,@BBCNews
0.2263,Wed Jun 06 16:45:51 +0000 2018,0.684,0.122,0.194,"RT @BBCBreaking: After a plea from Kim Kardashian, Donald Trump agrees to free great-grandmother jailed for two decades, US media say https…",87,@BBCNews
-0.6249,Wed Jun 06 16:43:40 +0000 2018,0.623,0.288,0.089,"No reports of any injuries, fire service says, after huge blaze broke out at the Mandarin Oriental in Knightsbridge… https://t.co/Ef2Pu9DziJ",88,@BBCNews
0.0,Wed Jun 06 16:39:44 +0000 2018,1.0,0.0,0.0,Aston Villa: Former finance director Mark Ansell says club gambled on Premier League return https://t.co/cdMXhK28UQ,89,@BBCNews
0.0,Wed Jun 06 16:27:05 +0000 2018,1.0,0.0,0.0,Cambridge Analytica boss spars with MPs https://t.co/8j0ecNKDO6,90,@BBCNews
0.0,Wed Jun 06 15:56:01 +0000 2018,1.0,0.0,0.0,Jellyfish and extreme chafing: The reality of open water swimming https://t.co/UHKrFphftE,91,@BBCNews
-0.7184,Wed Jun 06 15:47:16 +0000 2018,0.682,0.318,0.0,"Eyewitness describes fire at luxury hotel in Knightsbridge, central London.

Fire service says there are no reports… https://t.co/RFpufJyjLk",92,@BBCNews
0.0,Wed Jun 06 15:41:14 +0000 2018,1.0,0.0,0.0,French My Million lottery player scoops second €1m jackpot https://t.co/IqtwzI9B4G,93,@BBCNews
0.0516,Wed Jun 06 15:38:37 +0000 2018,0.568,0.21,0.222,Tyson Fury v Sefer Seferi: Former world champion set for long-awaited comeback https://t.co/tvIVE0d5Ko,94,@BBCNews
-0.3818,Wed Jun 06 15:36:05 +0000 2018,0.6,0.253,0.147,"TSB admits 1,300 accounts hit by fraud amid IT meltdown https://t.co/GCxEIyxpgQ",95,@BBCNews
0.0,Wed Jun 06 15:27:56 +0000 2018,1.0,0.0,0.0,RT @BBCNormanS: EU shooting itself in the foot over opposition to future UK involvement in Galileo -David Davis,96,@BBCNews
-0.34,Wed Jun 06 15:25:38 +0000 2018,0.833,0.167,0.0,"Around 100 firefighters at scene of fire in Knightsbridge in London

https://t.co/S7yzgnh0Xy https://t.co/GYANhEgU7p",97,@BBCNews
-0.0258,Wed Jun 06 15:23:41 +0000 2018,0.561,0.224,0.215,Huge fire breaks out near Hyde Park https://t.co/d1mB74QAsu,98,@BBCNews
0.4685,Wed Jun 06 15:17:56 +0000 2018,0.696,0.093,0.211,"""He is a good man. He did nothing wrong""

Public inquiry into #GrenfellTower fire hears man who lived in flat where… https://t.co/1Ch8Gh2DK4",99,@BBCNews
0.0,Wed Jun 06 15:14:03 +0000 2018,1.0,0.0,0.0,Tim Paine: Australia 'won't be silent' in England ODI series https://t.co/gnqrtPdeBk,100,@BBCNews
0.0,Wed Jun 06 17:49:57 +0000 2018,1.0,0.0,0.0,"A man took a knee during the national anthem at the White House's ""Celebration of America"" event on Tuesday:… https://t.co/758QPRqG0z",1,@CBSNews
-0.4215,Wed Jun 06 17:34:43 +0000 2018,0.833,0.167,0.0,UPS workers have given their union the go-ahead to call a strike in what would be their first walkout in decades… https://t.co/q7zQZ44q9L,2,@CBSNews
-0.0772,Wed Jun 06 17:21:41 +0000 2018,0.751,0.131,0.117,"""We're talking everything through. There may be disagreements. I regard this as much like a family quarrel. I'm alw… https://t.co/9D1GOSG7mG",3,@CBSNews
-0.8689,Wed Jun 06 17:20:27 +0000 2018,0.57,0.43,0.0,"Bobby Kennedy died 50 years ago today, after an assassination that shocked the nation. https://t.co/nLmV77t3CN… https://t.co/t1xwEoEBzA",4,@CBSNews
0.3612,Wed Jun 06 17:19:50 +0000 2018,0.884,0.0,0.116,"""This is not the Chinese government buying a bunch of natural gas and soybeans from America. This is about reducing… https://t.co/TqmCOTNt5t",5,@CBSNews
0.0,Wed Jun 06 17:15:10 +0000 2018,1.0,0.0,0.0,WATCH LIVE: Director of the National Economic Council Larry Kudlow holds a press briefing on the G7 conference… https://t.co/FBjjHP3ZIV,6,@CBSNews
0.3612,Wed Jun 06 17:03:14 +0000 2018,0.837,0.0,0.163,President Trump commutes the life sentence of Alice Marie Johnson after her case was championed by Kim Kardashian W… https://t.co/MzOV8qTJYo,7,@CBSNews
-0.3818,Wed Jun 06 16:54:54 +0000 2018,0.874,0.126,0.0,About 100 firefighters battle blaze at a luxury hotel in London; video footage shows smoke billowing from the roof… https://t.co/q40GrOBdwd,8,@CBSNews
0.3612,Wed Jun 06 16:40:05 +0000 2018,0.889,0.0,0.111,"Too close for comfort: A woman captured video of a black fin shark swimming just off the coast of Myrtle Beach, pro… https://t.co/74L7mE1bRJ",9,@CBSNews
0.0,Wed Jun 06 16:33:09 +0000 2018,1.0,0.0,0.0,"WATCH: President Trump is signing the VA Mission Act, which will facilitate military veterans' access to private-se… https://t.co/WE1QY2NYPY",10,@CBSNews
0.0,Wed Jun 06 16:20:32 +0000 2018,1.0,0.0,0.0,GOP Senate report says Obama officials gave Iran access to U.S. financial system https://t.co/uQ2uI2IlUk https://t.co/SqOXiKuj6O,11,@CBSNews
0.0,Wed Jun 06 16:06:44 +0000 2018,1.0,0.0,0.0,"Former New York City Mayor Rudy Giuliani says North Korean leader Kim Jong Un got ""on his hands and knees and begge… https://t.co/Edm9hrv3qY",12,@CBSNews
-0.6705,Wed Jun 06 15:39:44 +0000 2018,0.693,0.251,0.056,"Severe storms, including hail the size of baseballs, left a trail of damage in Texas overnight: ""It actually sounde… https://t.co/F0S5mRDS4d",13,@CBSNews
-0.296,Wed Jun 06 15:24:49 +0000 2018,0.879,0.121,0.0,Cambridge Analytica chief Alexander Nix accused of taking $8M from company ahead of its recent collapse… https://t.co/uQt5Ko8H2o,14,@CBSNews
0.0,Wed Jun 06 15:09:40 +0000 2018,1.0,0.0,0.0,President Trump and North Korean leader Kim Jong Un will use a luxury resort for their nuclear summit in Singapore… https://t.co/qVBuCeM27l,15,@CBSNews
0.1624,Wed Jun 06 14:55:13 +0000 2018,0.775,0.12,0.105,"Fire fighters brought out the vacuum for this rescue. But they weren't cleaning, they were sucking ducks out of a h… https://t.co/6bxqjrUKrw",16,@CBSNews
0.0,Wed Jun 06 14:43:36 +0000 2018,1.0,0.0,0.0,"“Why was it canceled? Probably because we didn't go. I mean, we could have, but … we wanted to get work in and got… https://t.co/WUcboR3VMp",17,@CBSNews
0.0,Wed Jun 06 14:39:48 +0000 2018,1.0,0.0,0.0,"""I'm not discussing it. It's over. What you have seen and what you heard is enough,"" Philadelphia Eagles coach Doug… https://t.co/DynG4hFy9y",18,@CBSNews
0.0,Wed Jun 06 14:37:52 +0000 2018,1.0,0.0,0.0,MOMENTS AGO: Philadelphia Eagles' coach Doug Pederson is talking to the press for the first time since the team was… https://t.co/Py0j25blzT,19,@CBSNews
-0.4767,Wed Jun 06 14:20:56 +0000 2018,0.725,0.213,0.063,California voters recall judge who sentenced Brock Turner to short jail sentence for sexually assaulting a young wo… https://t.co/ytfSdZ1Tde,20,@CBSNews
