Compound,Date,Negative,Neutral,Positive,Text,Tweets_Ago,Username
0.2023,Wed Jun 06 16:03:05 +0000 2018,0.921,0.0,0.079,"House Speaker Paul Ryan says he agrees with Republican Rep. Trey Gowdy that the FBI did ""exactly"" what it was suppo… https://t.co/Xhbm8kD6MT",38,@CNN
0.0,Wed Jun 06 15:57:00 +0000 2018,1.0,0.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/sGcYS89MDO,39,@CNN
0.0,Wed Jun 06 15:49:22 +0000 2018,1.0,0.0,0.0,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/DjpV7FTj0j https://t.co/stmyDwlsrb,40,@CNN
0.765,Wed Jun 06 17:55:30 +0000 2018,0.742,0.0,0.258,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/Ab0EaE5Cta",41,@CNN
0.0,Wed Jun 06 17:45:00 +0000 2018,1.0,0.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/q0S1qZFoHp",42,@CNN
-0.1027,Wed Jun 06 17:43:50 +0000 2018,0.931,0.069,0.0,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/S6lkccOuee,43,@CNN
-0.7906,Wed Jun 06 17:33:39 +0000 2018,0.72,0.28,0.0,British troops burned down the White House during the War of 1812. Historians note the British attack on Washington… https://t.co/da00rwRB2h,44,@CNN
0.34,Wed Jun 06 17:33:06 +0000 2018,0.882,0.0,0.118,"According to the sources, Trudeau pressed Trump on how he could justify the tariffs as a ""national security"" issue.… https://t.co/EMylmUA4zt",45,@CNN
-0.0772,Wed Jun 06 17:31:49 +0000 2018,0.942,0.058,0.0,President Trump and Canadian PM Justin Trudeau had a testy phone call on May 25 over new tariffs imposed by the Tru… https://t.co/UEms7CfP5A,46,@CNN
0.0,Wed Jun 06 17:22:41 +0000 2018,1.0,0.0,0.0,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/C93TWf7bxd,47,@CNN
-0.5106,Wed Jun 06 17:21:51 +0000 2018,0.829,0.171,0.0,Democratic Sen. Dick Durbin says healthcare will be the party's priority for the canceled August recess… https://t.co/9qBZTGZYJI,48,@CNN
-0.7269,Wed Jun 06 17:10:09 +0000 2018,0.681,0.319,0.0,The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC,49,@CNN
0.4404,Wed Jun 06 17:00:03 +0000 2018,0.854,0.0,0.146,"Things are a little bit cheaper at Costco, Target, Walmart and Kroger this year thanks to a price war… https://t.co/gGc6Ozrila",50,@CNN
0.0,Wed Jun 06 16:55:36 +0000 2018,1.0,0.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually frequently. On June 4, the geyser had its eight… https://t.co/FJhiVtbNli",51,@CNN
-0.4019,Wed Jun 06 16:53:29 +0000 2018,0.828,0.172,0.0,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/MPcnd4ekF8 https://t.co/SrLVt49ThU,52,@CNN
0.0,Wed Jun 06 16:40:09 +0000 2018,1.0,0.0,0.0,"How much longer can the US economy keep rolling? Tune in to @CNNMoney's ""Markets Now at 12:45pm ET to see economist… https://t.co/F4oK0zR21U",53,@CNN
0.0772,Wed Jun 06 16:39:16 +0000 2018,0.929,0.0,0.071,BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week… https://t.co/xLGQ5vvNtQ,54,@CNN
0.3384,Wed Jun 06 16:28:36 +0000 2018,0.888,0.0,0.112,"President Trump says first lady Melania Trump is ""doing really well"" ahead of her first public appearance since May… https://t.co/mNU2ij342U",55,@CNN
-0.4939,Wed Jun 06 16:23:13 +0000 2018,0.862,0.138,0.0,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/ueAskMrNnD",56,@CNN
0.4404,Wed Jun 06 16:11:08 +0000 2018,0.822,0.0,0.178,The European Union's top court ruled that same-sex couples are entitled to the same residency rights as other marri… https://t.co/jExDrtdNck,57,@CNN
0.2023,Wed Jun 06 16:03:05 +0000 2018,0.921,0.0,0.079,"House Speaker Paul Ryan says he agrees with Republican Rep. Trey Gowdy that the FBI did ""exactly"" what it was suppo… https://t.co/Xhbm8kD6MT",58,@CNN
0.0,Wed Jun 06 15:57:00 +0000 2018,1.0,0.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/sGcYS89MDO,59,@CNN
0.0,Wed Jun 06 15:49:22 +0000 2018,1.0,0.0,0.0,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/DjpV7FTj0j https://t.co/stmyDwlsrb,60,@CNN
0.765,Wed Jun 06 17:55:30 +0000 2018,0.742,0.0,0.258,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/Ab0EaE5Cta",61,@CNN
0.0,Wed Jun 06 17:45:00 +0000 2018,1.0,0.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/q0S1qZFoHp",62,@CNN
-0.1027,Wed Jun 06 17:43:50 +0000 2018,0.931,0.069,0.0,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/S6lkccOuee,63,@CNN
-0.7906,Wed Jun 06 17:33:39 +0000 2018,0.72,0.28,0.0,British troops burned down the White House during the War of 1812. Historians note the British attack on Washington… https://t.co/da00rwRB2h,64,@CNN
0.34,Wed Jun 06 17:33:06 +0000 2018,0.882,0.0,0.118,"According to the sources, Trudeau pressed Trump on how he could justify the tariffs as a ""national security"" issue.… https://t.co/EMylmUA4zt",65,@CNN
-0.0772,Wed Jun 06 17:31:49 +0000 2018,0.942,0.058,0.0,President Trump and Canadian PM Justin Trudeau had a testy phone call on May 25 over new tariffs imposed by the Tru… https://t.co/UEms7CfP5A,66,@CNN
0.0,Wed Jun 06 17:22:41 +0000 2018,1.0,0.0,0.0,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/C93TWf7bxd,67,@CNN
-0.5106,Wed Jun 06 17:21:51 +0000 2018,0.829,0.171,0.0,Democratic Sen. Dick Durbin says healthcare will be the party's priority for the canceled August recess… https://t.co/9qBZTGZYJI,68,@CNN
-0.7269,Wed Jun 06 17:10:09 +0000 2018,0.681,0.319,0.0,The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC,69,@CNN
0.4404,Wed Jun 06 17:00:03 +0000 2018,0.854,0.0,0.146,"Things are a little bit cheaper at Costco, Target, Walmart and Kroger this year thanks to a price war… https://t.co/gGc6Ozrila",70,@CNN
0.0,Wed Jun 06 16:55:36 +0000 2018,1.0,0.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually frequently. On June 4, the geyser had its eight… https://t.co/FJhiVtbNli",71,@CNN
-0.4019,Wed Jun 06 16:53:29 +0000 2018,0.828,0.172,0.0,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/MPcnd4ekF8 https://t.co/SrLVt49ThU,72,@CNN
0.0,Wed Jun 06 16:40:09 +0000 2018,1.0,0.0,0.0,"How much longer can the US economy keep rolling? Tune in to @CNNMoney's ""Markets Now at 12:45pm ET to see economist… https://t.co/F4oK0zR21U",73,@CNN
0.0772,Wed Jun 06 16:39:16 +0000 2018,0.929,0.0,0.071,BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week… https://t.co/xLGQ5vvNtQ,74,@CNN
0.3384,Wed Jun 06 16:28:36 +0000 2018,0.888,0.0,0.112,"President Trump says first lady Melania Trump is ""doing really well"" ahead of her first public appearance since May… https://t.co/mNU2ij342U",75,@CNN
-0.4939,Wed Jun 06 16:23:13 +0000 2018,0.862,0.138,0.0,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/ueAskMrNnD",76,@CNN
0.4404,Wed Jun 06 16:11:08 +0000 2018,0.822,0.0,0.178,The European Union's top court ruled that same-sex couples are entitled to the same residency rights as other marri… https://t.co/jExDrtdNck,77,@CNN
0.2023,Wed Jun 06 16:03:05 +0000 2018,0.921,0.0,0.079,"House Speaker Paul Ryan says he agrees with Republican Rep. Trey Gowdy that the FBI did ""exactly"" what it was suppo… https://t.co/Xhbm8kD6MT",78,@CNN
0.0,Wed Jun 06 15:57:00 +0000 2018,1.0,0.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/sGcYS89MDO,79,@CNN
0.0,Wed Jun 06 15:49:22 +0000 2018,1.0,0.0,0.0,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/DjpV7FTj0j https://t.co/stmyDwlsrb,80,@CNN
0.765,Wed Jun 06 17:55:30 +0000 2018,0.742,0.0,0.258,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/Ab0EaE5Cta",81,@CNN
0.0,Wed Jun 06 17:45:00 +0000 2018,1.0,0.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/q0S1qZFoHp",82,@CNN
-0.1027,Wed Jun 06 17:43:50 +0000 2018,0.931,0.069,0.0,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/S6lkccOuee,83,@CNN
-0.7906,Wed Jun 06 17:33:39 +0000 2018,0.72,0.28,0.0,British troops burned down the White House during the War of 1812. Historians note the British attack on Washington… https://t.co/da00rwRB2h,84,@CNN
0.34,Wed Jun 06 17:33:06 +0000 2018,0.882,0.0,0.118,"According to the sources, Trudeau pressed Trump on how he could justify the tariffs as a ""national security"" issue.… https://t.co/EMylmUA4zt",85,@CNN
-0.0772,Wed Jun 06 17:31:49 +0000 2018,0.942,0.058,0.0,President Trump and Canadian PM Justin Trudeau had a testy phone call on May 25 over new tariffs imposed by the Tru… https://t.co/UEms7CfP5A,86,@CNN
0.0,Wed Jun 06 17:22:41 +0000 2018,1.0,0.0,0.0,Republican megadonor and billionaire David Koch is stepping down from his role at Koch Industries and other organiz… https://t.co/C93TWf7bxd,87,@CNN
-0.5106,Wed Jun 06 17:21:51 +0000 2018,0.829,0.171,0.0,Democratic Sen. Dick Durbin says healthcare will be the party's priority for the canceled August recess… https://t.co/9qBZTGZYJI,88,@CNN
-0.7269,Wed Jun 06 17:10:09 +0000 2018,0.681,0.319,0.0,The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC,89,@CNN
0.4404,Wed Jun 06 17:00:03 +0000 2018,0.854,0.0,0.146,"Things are a little bit cheaper at Costco, Target, Walmart and Kroger this year thanks to a price war… https://t.co/gGc6Ozrila",90,@CNN
0.0,Wed Jun 06 16:55:36 +0000 2018,1.0,0.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually frequently. On June 4, the geyser had its eight… https://t.co/FJhiVtbNli",91,@CNN
-0.4019,Wed Jun 06 16:53:29 +0000 2018,0.828,0.172,0.0,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/MPcnd4ekF8 https://t.co/SrLVt49ThU,92,@CNN
0.0,Wed Jun 06 16:40:09 +0000 2018,1.0,0.0,0.0,"How much longer can the US economy keep rolling? Tune in to @CNNMoney's ""Markets Now at 12:45pm ET to see economist… https://t.co/F4oK0zR21U",93,@CNN
0.0772,Wed Jun 06 16:39:16 +0000 2018,0.929,0.0,0.071,BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week… https://t.co/xLGQ5vvNtQ,94,@CNN
0.3384,Wed Jun 06 16:28:36 +0000 2018,0.888,0.0,0.112,"President Trump says first lady Melania Trump is ""doing really well"" ahead of her first public appearance since May… https://t.co/mNU2ij342U",95,@CNN
-0.4939,Wed Jun 06 16:23:13 +0000 2018,0.862,0.138,0.0,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/ueAskMrNnD",96,@CNN
0.4404,Wed Jun 06 16:11:08 +0000 2018,0.822,0.0,0.178,The European Union's top court ruled that same-sex couples are entitled to the same residency rights as other marri… https://t.co/jExDrtdNck,97,@CNN
0.2023,Wed Jun 06 16:03:05 +0000 2018,0.921,0.0,0.079,"House Speaker Paul Ryan says he agrees with Republican Rep. Trey Gowdy that the FBI did ""exactly"" what it was suppo… https://t.co/Xhbm8kD6MT",98,@CNN
0.0,Wed Jun 06 15:57:00 +0000 2018,1.0,0.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/sGcYS89MDO,99,@CNN
0.0,Wed Jun 06 15:49:22 +0000 2018,1.0,0.0,0.0,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/DjpV7FTj0j https://t.co/stmyDwlsrb,100,@CNN
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",1,@nytimes
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,2,@nytimes
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",3,@nytimes
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",4,@nytimes
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,5,@nytimes
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,6,@nytimes
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,7,@nytimes
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",8,@nytimes
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,9,@nytimes
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",10,@nytimes
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",11,@nytimes
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",12,@nytimes
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",13,@nytimes
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",14,@nytimes
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,15,@nytimes
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",16,@nytimes
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",17,@nytimes
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",18,@nytimes
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,19,@nytimes
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,20,@nytimes
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",21,@nytimes
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,22,@nytimes
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",23,@nytimes
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",24,@nytimes
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,25,@nytimes
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,26,@nytimes
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,27,@nytimes
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",28,@nytimes
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,29,@nytimes
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",30,@nytimes
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",31,@nytimes
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",32,@nytimes
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",33,@nytimes
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",34,@nytimes
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,35,@nytimes
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",36,@nytimes
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",37,@nytimes
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",38,@nytimes
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,39,@nytimes
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,40,@nytimes
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",41,@nytimes
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,42,@nytimes
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",43,@nytimes
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",44,@nytimes
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,45,@nytimes
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,46,@nytimes
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,47,@nytimes
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",48,@nytimes
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,49,@nytimes
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",50,@nytimes
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",51,@nytimes
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",52,@nytimes
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",53,@nytimes
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",54,@nytimes
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,55,@nytimes
0.0,Wed Jun 06 15:20:13 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: ""Sex and the City"" premiered on HBO 20 years ago today. Here is the first New York Times article referencing the show. htt…",56,@nytimes
0.0,Wed Jun 06 15:10:06 +0000 2018,1.0,0.0,0.0,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/wfwHQF0dJD",57,@nytimes
0.0,Wed Jun 06 15:00:21 +0000 2018,1.0,0.0,0.0,"The NYT review of ""Ocean's 8"" https://t.co/Sa7qjHrZP4",58,@nytimes
0.5574,Wed Jun 06 14:50:08 +0000 2018,0.859,0.0,0.141,RT @abscribe: Spent some time with a remarkable group of #MSD students from one history class. A story about healing.  ‘Are We Going to Die…,59,@nytimes
0.0,Wed Jun 06 14:40:08 +0000 2018,1.0,0.0,0.0,RT @tariqpanja: Went to Morocco and Holland to understand how Morocco has come to be team at this year's World Cup with the most foreign bo…,60,@nytimes
-0.4404,Wed Jun 06 17:50:05 +0000 2018,0.879,0.121,0.0,"RT @nytopinion: “The vast majority of the Eagles team decided to abandon their fans,” Sarah Huckabee Sanders said.

Hardly, says Glen Macno…",61,@nytimes
0.0,Wed Jun 06 17:40:08 +0000 2018,1.0,0.0,0.0,What Kate Spade stood for https://t.co/Oz6FiUaOcI https://t.co/bw51tvcEB2,62,@nytimes
-0.5423,Wed Jun 06 17:30:05 +0000 2018,0.857,0.143,0.0,"“A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final cre… https://t.co/deGVm8GNQU",63,@nytimes
-0.6961,Wed Jun 06 17:20:06 +0000 2018,0.563,0.308,0.128,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/azUzOjG0IO",64,@nytimes
0.0,Wed Jun 06 17:10:08 +0000 2018,1.0,0.0,0.0,California primary election results https://t.co/4kFTjFY03i,65,@nytimes
-0.4588,Wed Jun 06 16:58:21 +0000 2018,0.796,0.146,0.058,President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied b… https://t.co/MBHJIOxkyl,66,@nytimes
0.34,Wed Jun 06 16:50:04 +0000 2018,0.876,0.0,0.124,The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W9BcGaCued,67,@nytimes
-0.5574,Wed Jun 06 16:40:10 +0000 2018,0.841,0.159,0.0,"San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be th… https://t.co/GpAdc7wQqs",68,@nytimes
0.0,Wed Jun 06 16:30:14 +0000 2018,1.0,0.0,0.0,RT @nytopinion: Scott Pruitt has once again been burnishing his reputation as the Trump administration’s biggest grifter https://t.co/HvrWp…,69,@nytimes
-0.2732,Wed Jun 06 16:20:07 +0000 2018,0.846,0.154,0.0,"50 years ago, feminists protested the Miss America pageant by throwing bras and girdles into a trash can. Now,… https://t.co/T1XFqkzESw",70,@nytimes
0.0,Wed Jun 06 16:10:03 +0000 2018,1.0,0.0,0.0,"A lot remains to be seen, but here’s what we know so far about the California primary https://t.co/A2LspQirrT",71,@nytimes
0.5719,Wed Jun 06 16:00:09 +0000 2018,0.856,0.0,0.144,"RT @NYTmag: 24 couples, 24 hours, 24 covers. On a single day in May, @NYTmag captured couples kissing in a truck, photographing them as the…",72,@nytimes
0.0,Wed Jun 06 15:50:04 +0000 2018,1.0,0.0,0.0,"Kanye West’s ""Ye"" is here. Let’s discuss. https://t.co/Tx4gaxZyN7 https://t.co/t8N6qhpPzc",73,@nytimes
0.0,Wed Jun 06 15:40:07 +0000 2018,1.0,0.0,0.0,"Their class was one of the hardest hit during the Parkland school shooting. Now, those who made it are trying to he… https://t.co/geZ4iRF0Bv",74,@nytimes
-0.2732,Wed Jun 06 15:28:28 +0000 2018,0.896,0.104,0.0,Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoni… https://t.co/LDgUqXio1q,75,@nytimes
